img_path,img_gt_class_labels,img_gt_bbox_coords
VOCdevkit/VOC2012/JPEGImages/2008_005347.jpg,"[14, 11]","[[378.0, 197.0, 401.0, 262.0], [222.0, 308.0, 381.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_005959.jpg,[5],"[[270.0, 108.0, 436.0, 292.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_003601.jpg,[5],"[[62.0, 271.0, 132.0, 461.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001168.jpg,[13],"[[1.0, 25.0, 490.0, 296.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000141.jpg,"[4, 5, 5, 5, 5, 5]","[[1.0, 91.0, 364.0, 278.0], [322.0, 6.0, 500.0, 278.0], [172.0, 41.0, 270.0, 185.0], [68.0, 13.0, 167.0, 153.0], [21.0, 3.0, 99.0, 132.0], [1.0, 3.0, 31.0, 103.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_003753.jpg,"[10, 5]","[[1.0, 104.0, 426.0, 375.0], [193.0, 123.0, 395.0, 346.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_002371.jpg,[6],"[[58.0, 77.0, 268.0, 380.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_000997.jpg,"[12, 5]","[[2.0, 60.0, 489.0, 216.0], [263.0, 133.0, 274.0, 169.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_003205.jpg,"[5, 11]","[[28.0, 76.0, 306.0, 376.0], [11.0, 168.0, 322.0, 447.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_004231.jpg,[5],"[[155.0, 102.0, 409.0, 377.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006617.jpg,[5],"[[373.0, 110.0, 420.0, 243.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_002456.jpg,[6],"[[1.0, 1.0, 500.0, 349.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_002406.jpg,[5],"[[177.0, 22.0, 460.0, 307.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001020.jpg,"[0, 5]","[[53.0, 77.0, 243.0, 274.0], [208.0, 1.0, 366.0, 146.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_005631.jpg,[3],"[[79.0, 130.0, 317.0, 198.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_001590.jpg,[5],"[[146.0, 266.0, 289.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002476.jpg,[6],"[[72.0, 47.0, 197.0, 285.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_001000.jpg,[19],"[[41.0, 3.0, 500.0, 334.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000344.jpg,[2],"[[64.0, 4.0, 440.0, 348.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006469.jpg,"[5, 5]","[[353.0, 153.0, 388.0, 265.0], [380.0, 164.0, 414.0, 263.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_004554.jpg,[9],"[[1.0, 1.0, 333.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001523.jpg,"[2, 5]","[[115.0, 244.0, 214.0, 349.0], [118.0, 160.0, 198.0, 308.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002999.jpg,[3],"[[16.0, 74.0, 493.0, 291.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_002673.jpg,[3],"[[40.0, 85.0, 461.0, 270.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_004629.jpg,[2],"[[100.0, 1.0, 462.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_005044.jpg,"[5, 11]","[[84.0, 60.0, 303.0, 483.0], [90.0, 127.0, 327.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_001464.jpg,"[6, 15]","[[149.0, 6.0, 372.0, 317.0], [1.0, 1.0, 499.0, 330.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000469.jpg,"[8, 8]","[[55.0, 35.0, 349.0, 293.0], [1.0, 53.0, 239.0, 291.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_004698.jpg,"[5, 5, 5, 5]","[[382.0, 37.0, 452.0, 131.0], [258.0, 109.0, 500.0, 375.0], [1.0, 140.0, 356.0, 375.0], [1.0, 39.0, 233.0, 286.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_000910.jpg,"[19, 2, 5]","[[61.0, 167.0, 239.0, 483.0], [233.0, 203.0, 375.0, 373.0], [256.0, 99.0, 355.0, 349.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006902.jpg,"[5, 5]","[[113.0, 137.0, 209.0, 422.0], [54.0, 172.0, 123.0, 358.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_007341.jpg,"[5, 5, 3]","[[458.0, 319.0, 500.0, 375.0], [296.0, 332.0, 352.0, 375.0], [65.0, 70.0, 448.0, 239.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_001327.jpg,[15],"[[32.0, 34.0, 500.0, 374.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001262.jpg,"[7, 7]","[[37.0, 98.0, 478.0, 362.0], [104.0, 33.0, 292.0, 147.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_008154.jpg,"[5, 13]","[[172.0, 24.0, 281.0, 263.0], [66.0, 121.0, 182.0, 309.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_002884.jpg,[6],"[[203.0, 20.0, 451.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_002834.jpg,[19],"[[58.0, 18.0, 288.0, 480.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_006566.jpg,[0],"[[232.0, 142.0, 372.0, 258.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_005567.jpg,"[5, 15]","[[1.0, 45.0, 500.0, 375.0], [75.0, 211.0, 414.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_004043.jpg,"[15, 11]","[[140.0, 195.0, 376.0, 352.0], [2.0, 214.0, 75.0, 339.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006715.jpg,[5],"[[163.0, 122.0, 230.0, 294.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_005115.jpg,[18],"[[63.0, 86.0, 479.0, 281.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002408.jpg,"[6, 15]","[[101.0, 69.0, 475.0, 342.0], [1.0, 1.0, 500.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_004375.jpg,[0],"[[169.0, 144.0, 286.0, 219.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_008043.jpg,"[9, 5]","[[14.0, 107.0, 221.0, 215.0], [14.0, 9.0, 284.0, 288.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_006627.jpg,"[5, 5]","[[393.0, 141.0, 433.0, 217.0], [272.0, 146.0, 311.0, 217.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_003966.jpg,[5],"[[215.0, 75.0, 321.0, 306.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000013.jpg,"[18, 18]","[[85.0, 116.0, 247.0, 273.0], [233.0, 122.0, 485.0, 281.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001812.jpg,[5],"[[232.0, 127.0, 339.0, 252.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_001424.jpg,[6],"[[5.0, 1.0, 355.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_008125.jpg,"[0, 0]","[[219.0, 107.0, 367.0, 333.0], [130.0, 119.0, 240.0, 250.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002019.jpg,"[19, 19, 19]","[[289.0, 124.0, 342.0, 156.0], [148.0, 143.0, 258.0, 206.0], [116.0, 166.0, 208.0, 245.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006891.jpg,"[5, 5]","[[358.0, 117.0, 428.0, 344.0], [238.0, 173.0, 306.0, 340.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000430.jpg,"[6, 5, 2]","[[264.0, 197.0, 303.0, 286.0], [125.0, 1.0, 232.0, 186.0], [207.0, 19.0, 297.0, 224.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_002369.jpg,[5],"[[47.0, 39.0, 122.0, 224.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_001245.jpg,[16],"[[181.0, 141.0, 236.0, 213.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_000760.jpg,"[6, 5]","[[195.0, 120.0, 401.0, 320.0], [2.0, 1.0, 325.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_003872.jpg,[5],"[[23.0, 116.0, 223.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_006794.jpg,[5],"[[78.0, 39.0, 376.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_005229.jpg,"[19, 5, 19, 19, 19, 19, 19, 19]","[[8.0, 27.0, 32.0, 153.0], [292.0, 37.0, 468.0, 319.0], [27.0, 14.0, 68.0, 159.0], [32.0, 3.0, 97.0, 173.0], [202.0, 1.0, 500.0, 280.0], [148.0, 1.0, 230.0, 248.0], [87.0, 1.0, 157.0, 210.0], [72.0, 1.0, 121.0, 175.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006531.jpg,[5],"[[97.0, 211.0, 172.0, 413.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_006424.jpg,"[2, 5, 5]","[[121.0, 143.0, 320.0, 332.0], [121.0, 35.0, 257.0, 321.0], [159.0, 33.0, 307.0, 332.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_003752.jpg,"[5, 5, 5, 11, 11, 11, 4, 9]","[[47.0, 108.0, 69.0, 187.0], [31.0, 112.0, 49.0, 183.0], [323.0, 111.0, 346.0, 198.0], [53.0, 191.0, 193.0, 416.0], [66.0, 187.0, 161.0, 329.0], [76.0, 182.0, 146.0, 235.0], [124.0, 187.0, 348.0, 493.0], [305.0, 171.0, 319.0, 197.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000821.jpg,"[5, 7]","[[350.0, 3.0, 500.0, 375.0], [1.0, 1.0, 500.0, 306.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_000971.jpg,[5],"[[1.0, 52.0, 353.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_001011.jpg,"[5, 9, 9, 9, 9, 9]","[[191.0, 225.0, 251.0, 329.0], [49.0, 146.0, 113.0, 223.0], [244.0, 163.0, 319.0, 229.0], [89.0, 105.0, 154.0, 153.0], [7.0, 62.0, 64.0, 123.0], [152.0, 78.0, 202.0, 127.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_003373.jpg,"[6, 5]","[[232.0, 160.0, 441.0, 329.0], [176.0, 1.0, 330.0, 196.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002632.jpg,[7],"[[142.0, 52.0, 417.0, 254.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_002510.jpg,[5],"[[377.0, 305.0, 399.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000189.jpg,"[6, 15]","[[52.0, 150.0, 288.0, 436.0], [1.0, 87.0, 334.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_003893.jpg,"[17, 7]","[[1.0, 139.0, 448.0, 314.0], [1.0, 247.0, 126.0, 348.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006630.jpg,[5],"[[74.0, 220.0, 203.0, 421.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_000226.jpg,"[11, 11, 11, 4, 11, 11, 11]","[[176.0, 239.0, 359.0, 500.0], [258.0, 237.0, 375.0, 471.0], [1.0, 247.0, 202.0, 500.0], [1.0, 258.0, 308.0, 492.0], [214.0, 221.0, 269.0, 262.0], [20.0, 219.0, 68.0, 253.0], [1.0, 221.0, 19.0, 247.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_002517.jpg,"[5, 5, 5, 5]","[[1.0, 24.0, 152.0, 280.0], [147.0, 120.0, 251.0, 308.0], [285.0, 83.0, 380.0, 329.0], [361.0, 182.0, 411.0, 311.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_003771.jpg,[0],"[[175.0, 84.0, 365.0, 332.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002194.jpg,[2],"[[17.0, 1.0, 490.0, 452.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002862.jpg,[7],"[[303.0, 155.0, 408.0, 214.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_000996.jpg,[18],"[[21.0, 14.0, 295.0, 477.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_006954.jpg,[5],"[[184.0, 91.0, 401.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_002132.jpg,[3],"[[125.0, 107.0, 357.0, 242.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_000530.jpg,"[9, 15, 9, 9, 11, 4]","[[1.0, 171.0, 52.0, 302.0], [1.0, 235.0, 279.0, 375.0], [370.0, 161.0, 410.0, 239.0], [259.0, 150.0, 294.0, 182.0], [341.0, 173.0, 375.0, 267.0], [224.0, 176.0, 364.0, 214.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_000444.jpg,[10],"[[47.0, 21.0, 497.0, 435.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_001682.jpg,[10],"[[165.0, 126.0, 352.0, 250.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_008735.jpg,[12],"[[99.0, 85.0, 297.0, 290.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_003984.jpg,[5],"[[4.0, 27.0, 436.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_005612.jpg,"[7, 7, 5, 5, 5, 5, 5, 5, 5, 5]","[[10.0, 180.0, 159.0, 244.0], [141.0, 193.0, 217.0, 249.0], [330.0, 162.0, 480.0, 375.0], [333.0, 172.0, 397.0, 375.0], [249.0, 170.0, 307.0, 375.0], [203.0, 178.0, 258.0, 375.0], [289.0, 187.0, 325.0, 317.0], [320.0, 182.0, 350.0, 285.0], [162.0, 249.0, 191.0, 324.0], [180.0, 258.0, 225.0, 310.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_001682.jpg,"[11, 11, 11, 11, 14, 5, 5, 5, 4]","[[368.0, 162.0, 396.0, 253.0], [384.0, 124.0, 472.0, 296.0], [385.0, 202.0, 432.0, 375.0], [165.0, 121.0, 230.0, 199.0], [114.0, 182.0, 154.0, 250.0], [151.0, 129.0, 215.0, 197.0], [228.0, 108.0, 336.0, 301.0], [240.0, 180.0, 391.0, 375.0], [1.0, 190.0, 258.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_005725.jpg,"[5, 5]","[[26.0, 83.0, 122.0, 282.0], [195.0, 104.0, 254.0, 263.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_001646.jpg,"[17, 17, 17]","[[269.0, 49.0, 496.0, 265.0], [142.0, 110.0, 258.0, 230.0], [11.0, 77.0, 144.0, 244.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_008112.jpg,"[2, 5, 5]","[[131.0, 100.0, 472.0, 333.0], [140.0, 1.0, 381.0, 291.0], [422.0, 137.0, 500.0, 319.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_004594.jpg,[7],"[[91.0, 30.0, 393.0, 301.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001320.jpg,"[5, 11, 11, 11, 4]","[[163.0, 20.0, 311.0, 311.0], [100.0, 210.0, 180.0, 309.0], [457.0, 233.0, 480.0, 310.0], [293.0, 237.0, 314.0, 310.0], [1.0, 307.0, 480.0, 360.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_008706.jpg,"[17, 2]","[[156.0, 360.0, 238.0, 460.0], [169.0, 416.0, 219.0, 450.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001188.jpg,[5],"[[196.0, 123.0, 371.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_007447.jpg,"[5, 5, 5, 5, 2, 2, 2, 7]","[[482.0, 162.0, 500.0, 241.0], [135.0, 163.0, 196.0, 238.0], [210.0, 179.0, 269.0, 276.0], [284.0, 175.0, 331.0, 246.0], [125.0, 201.0, 207.0, 266.0], [208.0, 220.0, 280.0, 294.0], [282.0, 209.0, 336.0, 268.0], [122.0, 146.0, 196.0, 181.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_007724.jpg,"[4, 14, 14, 14]","[[1.0, 1.0, 500.0, 375.0], [457.0, 1.0, 500.0, 108.0], [424.0, 1.0, 467.0, 75.0], [386.0, 1.0, 437.0, 72.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_005823.jpg,[6],"[[95.0, 256.0, 295.0, 411.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006465.jpg,[5],"[[149.0, 62.0, 500.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_003203.jpg,[5],"[[146.0, 124.0, 235.0, 326.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_002686.jpg,"[11, 10, 11, 11]","[[1.0, 198.0, 130.0, 372.0], [153.0, 160.0, 237.0, 236.0], [422.0, 302.0, 500.0, 375.0], [297.0, 215.0, 486.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001965.jpg,"[5, 5, 5, 5, 6]","[[203.0, 53.0, 269.0, 144.0], [74.0, 59.0, 118.0, 123.0], [10.0, 57.0, 95.0, 149.0], [299.0, 128.0, 345.0, 344.0], [1.0, 128.0, 109.0, 392.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001299.jpg,[5],"[[1.0, 53.0, 389.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_000196.jpg,"[5, 3]","[[230.0, 103.0, 262.0, 145.0], [25.0, 1.0, 500.0, 335.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002688.jpg,"[9, 9, 14, 11, 11, 11, 11, 11, 4]","[[471.0, 66.0, 500.0, 136.0], [220.0, 78.0, 261.0, 130.0], [139.0, 202.0, 208.0, 236.0], [421.0, 241.0, 500.0, 376.0], [300.0, 186.0, 393.0, 249.0], [211.0, 179.0, 292.0, 235.0], [54.0, 216.0, 182.0, 376.0], [175.0, 231.0, 330.0, 376.0], [46.0, 223.0, 460.0, 376.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002024.jpg,[4],"[[1.0, 13.0, 500.0, 356.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006054.jpg,[12],"[[202.0, 141.0, 443.0, 291.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_002312.jpg,"[15, 5]","[[1.0, 59.0, 500.0, 332.0], [1.0, 102.0, 359.0, 335.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_002917.jpg,"[12, 12, 5]","[[84.0, 39.0, 402.0, 313.0], [1.0, 56.0, 157.0, 307.0], [406.0, 114.0, 420.0, 145.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002704.jpg,[18],"[[1.0, 27.0, 380.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002219.jpg,"[12, 12]","[[285.0, 77.0, 500.0, 298.0], [1.0, 17.0, 334.0, 334.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_005114.jpg,[0],"[[80.0, 148.0, 315.0, 258.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_007313.jpg,[13],"[[66.0, 107.0, 198.0, 252.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_002779.jpg,"[5, 5]","[[1.0, 203.0, 259.0, 500.0], [287.0, 383.0, 322.0, 450.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_004931.jpg,[6],"[[7.0, 100.0, 500.0, 334.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_001731.jpg,[11],"[[109.0, 37.0, 385.0, 469.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_004370.jpg,"[6, 5]","[[93.0, 6.0, 281.0, 232.0], [81.0, 1.0, 323.0, 96.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_001833.jpg,[6],"[[104.0, 115.0, 325.0, 264.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_001919.jpg,"[5, 14, 14]","[[160.0, 16.0, 356.0, 329.0], [475.0, 120.0, 500.0, 146.0], [442.0, 149.0, 493.0, 179.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001294.jpg,"[5, 5, 14]","[[269.0, 132.0, 345.0, 375.0], [35.0, 153.0, 89.0, 349.0], [463.0, 197.0, 473.0, 223.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_002032.jpg,"[11, 11, 11, 11, 11, 4]","[[278.0, 203.0, 356.0, 325.0], [209.0, 222.0, 280.0, 342.0], [63.0, 205.0, 153.0, 326.0], [148.0, 197.0, 206.0, 312.0], [218.0, 194.0, 271.0, 315.0], [86.0, 202.0, 316.0, 337.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_000137.jpg,[5],"[[1.0, 1.0, 327.0, 480.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_004439.jpg,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2]","[[105.0, 188.0, 137.0, 278.0], [175.0, 233.0, 213.0, 302.0], [196.0, 180.0, 225.0, 263.0], [212.0, 183.0, 238.0, 266.0], [240.0, 190.0, 266.0, 259.0], [265.0, 184.0, 292.0, 256.0], [295.0, 181.0, 322.0, 255.0], [328.0, 175.0, 357.0, 251.0], [359.0, 172.0, 379.0, 242.0], [378.0, 300.0, 457.0, 342.0], [469.0, 234.0, 500.0, 276.0], [411.0, 272.0, 467.0, 315.0], [467.0, 303.0, 500.0, 328.0], [446.0, 272.0, 500.0, 299.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_006718.jpg,"[7, 7]","[[5.0, 66.0, 378.0, 268.0], [363.0, 65.0, 464.0, 153.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_007471.jpg,[6],"[[1.0, 7.0, 365.0, 338.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_004244.jpg,[5],"[[205.0, 69.0, 387.0, 310.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_001391.jpg,[5],"[[89.0, 80.0, 317.0, 332.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_003714.jpg,[5],"[[163.0, 147.0, 201.0, 254.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_003956.jpg,"[19, 19, 19, 19, 19, 19]","[[7.0, 135.0, 51.0, 202.0], [57.0, 153.0, 79.0, 198.0], [70.0, 150.0, 91.0, 184.0], [87.0, 153.0, 119.0, 211.0], [186.0, 135.0, 407.0, 331.0], [135.0, 144.0, 197.0, 233.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_003464.jpg,[5],"[[1.0, 84.0, 285.0, 467.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006138.jpg,[5],"[[82.0, 92.0, 183.0, 408.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_006175.jpg,[18],"[[1.0, 20.0, 356.0, 300.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_007227.jpg,[7],"[[201.0, 210.0, 262.0, 249.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_000204.jpg,[5],"[[124.0, 237.0, 219.0, 477.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_002460.jpg,[17],"[[130.0, 98.0, 311.0, 239.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_006070.jpg,"[1, 1, 1]","[[37.0, 50.0, 458.0, 413.0], [140.0, 20.0, 473.0, 363.0], [245.0, 39.0, 345.0, 85.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006256.jpg,[5],"[[163.0, 222.0, 217.0, 350.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_005305.jpg,"[5, 5, 5, 5]","[[34.0, 103.0, 109.0, 256.0], [94.0, 124.0, 171.0, 352.0], [237.0, 20.0, 353.0, 248.0], [175.0, 134.0, 270.0, 331.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000499.jpg,"[6, 6]","[[353.0, 247.0, 409.0, 300.0], [324.0, 249.0, 357.0, 303.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_000775.jpg,"[5, 15]","[[1.0, 118.0, 484.0, 356.0], [1.0, 1.0, 500.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000030.jpg,[18],"[[72.0, 1.0, 500.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_005104.jpg,[5],"[[62.0, 73.0, 236.0, 249.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_000539.jpg,[5],"[[1.0, 172.0, 333.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_007452.jpg,"[11, 15, 5]","[[33.0, 34.0, 346.0, 492.0], [246.0, 12.0, 353.0, 94.0], [32.0, 29.0, 309.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_004055.jpg,"[5, 17, 17, 17, 17]","[[465.0, 134.0, 487.0, 188.0], [444.0, 78.0, 500.0, 163.0], [275.0, 37.0, 453.0, 202.0], [145.0, 60.0, 287.0, 199.0], [36.0, 52.0, 162.0, 192.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_002606.jpg,"[5, 14]","[[1.0, 1.0, 499.0, 362.0], [148.0, 317.0, 257.0, 372.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_004002.jpg,"[5, 9, 9]","[[110.0, 109.0, 345.0, 375.0], [287.0, 59.0, 500.0, 344.0], [363.0, 274.0, 500.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_002212.jpg,"[7, 5, 5, 5]","[[1.0, 153.0, 497.0, 339.0], [116.0, 146.0, 186.0, 246.0], [158.0, 87.0, 222.0, 171.0], [96.0, 151.0, 228.0, 196.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_004486.jpg,[5],"[[39.0, 22.0, 449.0, 246.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_004137.jpg,"[5, 5, 5]","[[96.0, 149.0, 188.0, 375.0], [171.0, 120.0, 276.0, 375.0], [267.0, 116.0, 389.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006102.jpg,[5],"[[63.0, 199.0, 90.0, 250.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_003313.jpg,"[8, 5]","[[17.0, 147.0, 500.0, 251.0], [188.0, 152.0, 254.0, 226.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_004204.jpg,[6],"[[368.0, 141.0, 411.0, 200.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_003482.jpg,[5],"[[198.0, 74.0, 405.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_003080.jpg,[8],"[[112.0, 177.0, 323.0, 378.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_000674.jpg,[5],"[[273.0, 162.0, 326.0, 302.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_003892.jpg,"[12, 5, 5, 5]","[[1.0, 1.0, 375.0, 498.0], [2.0, 84.0, 161.0, 500.0], [78.0, 108.0, 258.0, 500.0], [244.0, 52.0, 375.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_007848.jpg,[0],"[[91.0, 216.0, 177.0, 273.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_003349.jpg,[5],"[[116.0, 82.0, 448.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_001071.jpg,[5],"[[1.0, 53.0, 414.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000318.jpg,"[0, 0]","[[199.0, 124.0, 294.0, 225.0], [1.0, 1.0, 109.0, 165.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_002492.jpg,[8],"[[126.0, 259.0, 172.0, 286.0]]"
